cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente,outlier_valor
C079937,2025-04-16,1340.7,Cartão de Crédito,Inconsistência Cadastral,Não,False
C124697,2023-07-05,2736.01,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C099032,2024-05-28,3609.98,Cartão de Crédito,Renda Insuficiente,Sim,False
C018331,2023-07-17,3056.55,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C023842,2024-01-18,3947.46,Cartão de Crédito,Documentação Incompleta,Sim,False
C006015,2024-01-12,3138.95,Compra Parcelada,Renda Insuficiente,Sim,False
C054772,2024-12-28,1479.92,Empréstimo Pessoal,Documentação Incompleta,Não,False
C133951,2023-08-20,2789.77,Cartão de Crédito,Inconsistência Cadastral,Não,False
C021320,2024-01-07,3330.47,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C112256,2024-10-24,1656.33,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C129180,2024-03-10,1140.79,Cartão de Crédito,Renda Insuficiente,Não,False
C065557,2024-01-19,1648.76,Renegociação de Dívidas,Score Baixo,Não,False
C074352,2025-05-14,3133.23,Cartão de Crédito,Renda Insuficiente,Sim,False
C070074,2023-10-29,3823.05,Compra Parcelada,Histórico de Inadimplência,Não,False
C004274,2024-03-05,1364.41,Cartão de Crédito,Score Baixo,Não,False
C093116,2023-12-13,3889.02,Cartão de Crédito,Score Baixo,Não,False
C117005,2023-08-08,3064.86,Empréstimo Pessoal,Documentação Incompleta,Não,False
C020864,2024-10-23,2020.03,Renegociação de Dívidas,Renda Insuficiente,Não,False
C017229,2025-01-16,2531.96,Empréstimo Pessoal,Renda Insuficiente,Não,False
C075678,2023-07-07,2494.9,Cartão de Crédito,Renda Insuficiente,Não,False
C124240,2024-04-25,2092.41,Renegociação de Dívidas,Renda Insuficiente,Não,False
C095198,2024-09-12,1772.5,Empréstimo Pessoal,Score Baixo,Não,False
C002728,2023-10-13,4348.93,Cartão de Crédito,Inconsistência Cadastral,Não,False
C115389,2024-10-09,2527.5,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C122512,2024-04-14,3545.59,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C072050,2024-10-25,3284.08,Empréstimo Pessoal,Renda Insuficiente,Não,False
C079101,2023-07-10,2110.78,Empréstimo Pessoal,Renda Insuficiente,Não,False
C107673,2025-04-01,3456.28,Cartão de Crédito,Inconsistência Cadastral,Não,False
C148686,2025-04-15,2771.97,Cartão de Crédito,Score Baixo,Sim,False
C121983,2023-12-22,1249.33,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C055856,2024-12-20,3421.52,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C143411,2025-03-24,975.8,Compra Parcelada,Renda Insuficiente,Não,False
C055036,2024-08-12,3611.11,Cartão de Crédito,Renda Insuficiente,Não,False
C111190,2024-02-24,2556.51,Renegociação de Dívidas,Renda Insuficiente,Não,False
C147553,2024-11-23,3232.71,Empréstimo Pessoal,Renda Insuficiente,Não,False
C055681,2025-03-15,3053.85,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C096687,2025-05-07,1110.74,Cartão de Crédito,Score Baixo,Não,False
C102563,2023-12-25,2795.84,Empréstimo Pessoal,Renda Insuficiente,Não,False
C012999,2025-01-25,3993.33,Renegociação de Dívidas,Score Baixo,Não,False
C036087,2025-04-24,2701.21,Empréstimo Pessoal,Renda Insuficiente,Não,False
C098163,2025-02-24,2576.54,Limite Conta,Renda Insuficiente,Sim,False
C087465,2023-07-26,2503.28,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C047926,2025-04-25,-246.26,Compra Parcelada,Histórico de Inadimplência,Não,False
C083001,2025-06-26,2293.48,Renegociação de Dívidas,Score Baixo,Sim,False
C023932,2024-11-18,969.19,Compra Parcelada,Score Baixo,Não,False
C050857,2025-04-19,2812.92,Renegociação de Dívidas,Score Baixo,Sim,False
C116663,2023-11-05,4371.61,Compra Parcelada,Inconsistência Cadastral,Sim,False
C018690,2024-12-25,1501.22,Cartão de Crédito,Renda Insuficiente,Não,False
C010575,2024-03-22,870.92,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C121682,2024-07-15,3148.59,Limite Conta,Renda Insuficiente,Não,False
C089062,2024-10-17,2190.28,Empréstimo Pessoal,Score Baixo,Não,False
C084076,2025-01-24,2849.86,Renegociação de Dívidas,Renda Insuficiente,Não,False
C113065,2023-10-13,2130.0,Cartão de Crédito,Score Baixo,Sim,False
C033900,2023-10-05,1895.37,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C133928,2025-03-07,2476.85,Empréstimo Pessoal,Renda Insuficiente,Não,False
C040838,2023-09-19,3205.32,Renegociação de Dívidas,Score Baixo,Não,False
C002046,2024-01-18,1707.46,Empréstimo Pessoal,Score Baixo,Não,False
C094293,2024-04-07,4701.71,Cartão de Crédito,Score Baixo,Não,False
C002648,2025-04-24,1751.84,Cartão de Crédito,Documentação Incompleta,Não,False
C086735,2024-03-12,2376.01,Limite Conta,Renda Insuficiente,Não,False
C011548,2024-11-23,3703.49,Compra Parcelada,Histórico de Inadimplência,Não,False
C067502,2023-07-18,2291.16,Renegociação de Dívidas,Documentação Incompleta,Não,False
C127076,2024-09-27,3233.03,Cartão de Crédito,Score Baixo,Sim,False
C101963,2024-09-09,3309.81,Limite Conta,Inconsistência Cadastral,Sim,False
C129086,2025-03-01,3370.45,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C096675,2024-06-11,3063.61,Cartão de Crédito,Inconsistência Cadastral,Não,False
C050434,2024-08-14,3599.97,Compra Parcelada,Renda Insuficiente,Não,False
C001164,2025-02-03,3116.24,Cartão de Crédito,Inconsistência Cadastral,Não,False
C133875,2024-05-21,2590.09,Empréstimo Pessoal,Score Baixo,Não,False
C056591,2024-12-24,1320.47,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C070897,2024-02-08,1046.48,Compra Parcelada,Score Baixo,Não,False
C115495,2024-08-01,2131.13,Cartão de Crédito,Score Baixo,Sim,False
C109871,2025-05-20,2910.77,Limite Conta,Renda Insuficiente,Sim,False
C078398,2024-04-20,3323.22,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C070047,2023-10-21,2144.38,Renegociação de Dívidas,Documentação Incompleta,Não,False
C081614,2024-06-22,3641.83,Compra Parcelada,Renda Insuficiente,Sim,False
C083590,2024-06-28,3570.4,Compra Parcelada,Inconsistência Cadastral,Não,False
C129858,2025-05-30,3640.08,Empréstimo Pessoal,Score Baixo,Não,False
C063467,2023-09-29,3105.82,Cartão de Crédito,Histórico de Inadimplência,Não,False
C125431,2025-01-31,2089.35,Compra Parcelada,Inconsistência Cadastral,Não,False
C141551,2024-05-24,3173.24,Cartão de Crédito,Score Baixo,Não,False
C099523,2024-04-03,3081.37,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C030492,2025-04-19,1862.03,Cartão de Crédito,Inconsistência Cadastral,Não,False
C140166,2024-03-30,1822.03,Cartão de Crédito,Renda Insuficiente,Não,False
C075692,2025-02-01,2248.41,Compra Parcelada,Histórico de Inadimplência,Não,False
C121070,2025-06-19,3560.55,Compra Parcelada,Histórico de Inadimplência,Sim,False
C076944,2024-11-02,2871.18,Cartão de Crédito,Renda Insuficiente,Não,False
C034895,2024-11-30,2160.21,Renegociação de Dívidas,Score Baixo,Não,False
C007904,2025-02-22,1727.02,Cartão de Crédito,Score Baixo,Não,False
C049100,2023-09-06,1044.09,Limite Conta,Score Baixo,Não,False
C083048,2024-02-17,3209.39,Compra Parcelada,Renda Insuficiente,Sim,False
C004480,2023-07-27,1641.34,Cartão de Crédito,Inconsistência Cadastral,Não,False
C067713,2024-09-17,3743.96,Renegociação de Dívidas,Renda Insuficiente,Não,False
C092181,2025-01-31,2628.27,Compra Parcelada,Inconsistência Cadastral,Não,False
C117237,2024-10-15,2543.84,Empréstimo Pessoal,Renda Insuficiente,Não,False
C084003,2023-09-22,2756.85,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C066454,2025-05-01,2195.98,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C118588,2024-05-26,3282.83,Empréstimo Pessoal,Score Baixo,Sim,False
C022154,2025-01-17,2183.89,Limite Conta,Renda Insuficiente,Não,False
C014080,2025-05-27,2081.87,Cartão de Crédito,Score Baixo,Sim,False
C053391,2023-09-14,3343.77,Cartão de Crédito,Score Baixo,Não,False
C137613,2025-06-23,1797.75,Empréstimo Pessoal,Score Baixo,Sim,False
C063802,2024-03-22,1308.65,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C114474,2025-03-07,3512.26,Cartão de Crédito,Documentação Incompleta,Não,False
C056190,2023-08-23,4161.58,Empréstimo Pessoal,Score Baixo,Não,False
C018831,2025-04-09,1113.98,Cartão de Crédito,Renda Insuficiente,Não,False
C136263,2024-08-26,3211.08,Limite Conta,Documentação Incompleta,Sim,False
C058047,2025-03-27,1719.01,Cartão de Crédito,Renda Insuficiente,Não,False
C002056,2023-09-23,2884.42,Renegociação de Dívidas,Renda Insuficiente,Não,False
C049351,2025-02-15,1714.92,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C096117,2024-06-13,1752.95,Cartão de Crédito,Inconsistência Cadastral,Não,False
C053912,2024-08-29,1451.54,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C113153,2023-10-10,1001.82,Cartão de Crédito,Score Baixo,Não,False
C092253,2024-12-13,519.35,Cartão de Crédito,Documentação Incompleta,Não,False
C061360,2025-03-23,3117.94,Limite Conta,Renda Insuficiente,Sim,False
C036399,2024-03-27,2614.51,Renegociação de Dívidas,Documentação Incompleta,Não,False
C021294,2023-09-25,2759.39,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C113757,2024-07-24,3410.08,Renegociação de Dívidas,Renda Insuficiente,Não,False
C049305,2024-05-21,2783.86,Cartão de Crédito,Inconsistência Cadastral,Não,False
C042220,2023-07-19,2977.87,Compra Parcelada,Score Baixo,Sim,False
C138544,2023-08-09,2333.89,Cartão de Crédito,Score Baixo,Não,False
C115910,2025-05-02,3843.59,Compra Parcelada,Documentação Incompleta,Não,False
C055025,2024-08-31,3809.7,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C071327,2024-09-28,3760.52,Renegociação de Dívidas,Renda Insuficiente,Não,False
C023707,2023-07-16,2061.38,Renegociação de Dívidas,Score Baixo,Sim,False
C116635,2023-08-09,2934.86,Cartão de Crédito,Renda Insuficiente,Não,False
C025916,2024-03-20,1700.2,Empréstimo Pessoal,Score Baixo,Não,False
C118091,2025-01-02,1786.02,Renegociação de Dívidas,Renda Insuficiente,Não,False
C060483,2024-01-18,2105.52,Cartão de Crédito,Score Baixo,Não,False
C008231,2024-05-28,1534.5,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C104733,2025-01-18,1321.12,Empréstimo Pessoal,Documentação Incompleta,Não,False
C077310,2024-01-15,2002.25,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C093592,2024-10-11,2925.42,Renegociação de Dívidas,Renda Insuficiente,Não,False
C038843,2023-07-03,1728.31,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C030262,2024-11-09,3004.71,Cartão de Crédito,Histórico de Inadimplência,Não,False
C064019,2024-01-04,1621.2,Renegociação de Dívidas,Score Baixo,Sim,False
C114409,2024-10-16,3418.46,Compra Parcelada,Renda Insuficiente,Não,False
C041114,2025-03-28,2459.14,Cartão de Crédito,Score Baixo,Sim,False
C080692,2025-03-07,2421.83,Cartão de Crédito,Renda Insuficiente,Não,False
C124079,2024-07-01,3740.78,Limite Conta,Renda Insuficiente,Não,False
C119919,2024-12-11,600.73,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C114434,2024-07-30,1140.51,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C131920,2025-04-23,3431.98,Empréstimo Pessoal,Documentação Incompleta,Não,False
C117692,2024-03-17,3019.82,Cartão de Crédito,Score Baixo,Não,False
C089869,2023-10-01,2538.86,Cartão de Crédito,Inconsistência Cadastral,Não,False
C129466,2023-08-01,695.6,Empréstimo Pessoal,Documentação Incompleta,Não,False
C147189,2024-05-01,2362.28,Empréstimo Pessoal,Renda Insuficiente,Não,False
C085393,2024-04-16,2780.33,Empréstimo Pessoal,Renda Insuficiente,Não,False
C144361,2024-07-29,1056.85,Cartão de Crédito,Renda Insuficiente,Não,False
C028431,2024-11-14,1442.63,Compra Parcelada,Renda Insuficiente,Não,False
C112254,2023-10-16,3338.36,Compra Parcelada,Score Baixo,Não,False
C012381,2025-04-19,2663.05,Cartão de Crédito,Inconsistência Cadastral,Não,False
C040490,2025-04-01,3077.51,Empréstimo Pessoal,Renda Insuficiente,Não,False
C096376,2024-12-18,2047.81,Cartão de Crédito,Renda Insuficiente,Não,False
C015120,2024-12-31,2671.11,Cartão de Crédito,Score Baixo,Não,False
C118397,2023-08-20,2545.15,Cartão de Crédito,Renda Insuficiente,Não,False
C085619,2023-08-30,4533.89,Cartão de Crédito,Histórico de Inadimplência,Não,False
C147007,2024-02-23,3393.99,Limite Conta,Documentação Incompleta,Não,False
C141047,2023-11-05,2817.9,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C046619,2025-06-05,2918.39,Cartão de Crédito,Renda Insuficiente,Não,False
C027533,2023-10-08,2816.19,Cartão de Crédito,Renda Insuficiente,Sim,False
C140528,2025-06-28,1811.42,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C060538,2024-09-12,1927.29,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C016867,2024-06-11,1756.35,Limite Conta,Renda Insuficiente,Sim,False
C133360,2024-06-03,2536.18,Empréstimo Pessoal,Score Baixo,Sim,False
C094404,2023-08-13,1192.45,Cartão de Crédito,Inconsistência Cadastral,Não,False
C146439,2023-10-10,2060.26,Cartão de Crédito,Score Baixo,Não,False
C048977,2025-06-28,3793.23,Empréstimo Pessoal,Score Baixo,Não,False
C055924,2024-08-20,2306.59,Empréstimo Pessoal,Documentação Incompleta,Não,False
C092003,2025-01-29,2401.54,Limite Conta,Score Baixo,Sim,False
C001054,2025-06-05,2806.13,Cartão de Crédito,Inconsistência Cadastral,Não,False
C036158,2024-06-30,1537.92,Compra Parcelada,Inconsistência Cadastral,Sim,False
C054435,2025-02-22,3249.59,Limite Conta,Renda Insuficiente,Sim,False
C026903,2024-03-21,2922.24,Cartão de Crédito,Inconsistência Cadastral,Não,False
C124706,2024-04-23,2132.96,Limite Conta,Score Baixo,Não,False
C089797,2025-04-25,3028.72,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C040734,2024-04-10,3557.34,Limite Conta,Renda Insuficiente,Não,False
C125073,2023-07-09,3999.5,Renegociação de Dívidas,Documentação Incompleta,Não,False
C035606,2023-12-17,4084.11,Cartão de Crédito,Renda Insuficiente,Não,False
C108854,2025-02-22,2496.66,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C069657,2024-04-10,2392.96,Empréstimo Pessoal,Renda Insuficiente,Não,False
C059459,2023-10-07,1192.81,Compra Parcelada,Renda Insuficiente,Não,False
C061166,2024-08-15,1702.74,Renegociação de Dívidas,Renda Insuficiente,Não,False
C034648,2024-06-20,1735.89,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C118014,2025-05-04,3308.87,Cartão de Crédito,Renda Insuficiente,Não,False
C144612,2023-07-22,2125.6,Cartão de Crédito,Inconsistência Cadastral,Não,False
C043747,2024-05-21,1892.73,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C094849,2024-02-11,2556.53,Compra Parcelada,Histórico de Inadimplência,Não,False
C060781,2025-05-19,2289.69,Cartão de Crédito,Documentação Incompleta,Não,False
C128340,2025-02-14,2917.66,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C061817,2024-07-19,2412.57,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C104427,2024-01-31,1831.13,Compra Parcelada,Score Baixo,Sim,False
C134401,2024-05-05,2418.84,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C137620,2023-09-17,1295.09,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C139704,2025-06-18,2390.61,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C012304,2024-03-13,2765.39,Cartão de Crédito,Renda Insuficiente,Não,False
C052061,2024-12-07,1977.46,Limite Conta,Renda Insuficiente,Não,False
C130721,2024-10-25,3255.42,Cartão de Crédito,Inconsistência Cadastral,Não,False
C029188,2024-02-20,2754.95,Renegociação de Dívidas,Score Baixo,Não,False
C101610,2023-10-02,2273.44,Cartão de Crédito,Documentação Incompleta,Não,False
C070645,2028-01-01,4096.16,Limite Conta,Score Baixo,Sim,False
C089277,2024-07-13,2941.1,Cartão de Crédito,Renda Insuficiente,Não,False
C032393,2024-04-24,3410.71,Compra Parcelada,Score Baixo,Não,False
C072473,2024-10-20,2519.32,Cartão de Crédito,Renda Insuficiente,Sim,False
C098105,2024-11-20,3756.6,Cartão de Crédito,Documentação Incompleta,Não,False
C097683,2023-09-22,1651.37,Cartão de Crédito,Documentação Incompleta,Não,False
C030645,2024-08-03,1918.77,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C058155,2025-02-27,3667.22,Cartão de Crédito,Inconsistência Cadastral,Não,False
C070132,2024-11-23,2631.42,Empréstimo Pessoal,Renda Insuficiente,Não,False
C119634,2023-09-18,2544.12,Compra Parcelada,Inconsistência Cadastral,Não,False
C121573,2024-11-12,3078.43,Compra Parcelada,Documentação Incompleta,Não,False
C117545,2023-07-11,2254.27,Cartão de Crédito,Score Baixo,Não,False
C084343,2024-03-13,2649.86,Empréstimo Pessoal,Documentação Incompleta,Não,False
C004761,2024-09-26,4469.09,Cartão de Crédito,Inconsistência Cadastral,Não,False
C117043,2025-05-17,3088.64,Renegociação de Dívidas,Documentação Incompleta,Não,False
C003616,2023-12-24,2159.52,Limite Conta,Documentação Incompleta,Não,False
C009914,2023-11-16,1033.1,Empréstimo Pessoal,Documentação Incompleta,Não,False
C052280,2024-09-04,2001.67,Limite Conta,Inconsistência Cadastral,Não,False
C112887,2023-12-27,2490.78,Cartão de Crédito,Renda Insuficiente,Sim,False
C133171,2024-11-04,1973.68,Cartão de Crédito,Score Baixo,Não,False
C066239,2023-09-28,726.85,Empréstimo Pessoal,Score Baixo,Não,False
C102697,2023-11-12,1786.05,Limite Conta,Renda Insuficiente,Sim,False
C121595,2024-10-17,1672.14,Empréstimo Pessoal,Renda Insuficiente,Não,False
C136899,2025-04-04,1930.51,Compra Parcelada,Renda Insuficiente,Sim,False
C071964,2024-08-13,3507.22,Cartão de Crédito,Renda Insuficiente,Não,False
C047887,2025-02-11,3189.94,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C051281,2023-11-29,2440.7,Renegociação de Dívidas,Renda Insuficiente,Não,False
C079514,2024-11-13,3559.98,Limite Conta,Score Baixo,Não,False
C139377,2023-07-09,2029.54,Empréstimo Pessoal,Renda Insuficiente,Não,False
C099149,2024-06-11,1724.08,Empréstimo Pessoal,Renda Insuficiente,Não,False
C063691,2024-12-27,2077.59,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C116428,2023-09-15,2663.95,Cartão de Crédito,Renda Insuficiente,Não,False
C058445,2025-05-10,3387.21,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C094480,2024-06-09,1063.47,Cartão de Crédito,Renda Insuficiente,Não,False
C080694,2023-12-20,2536.6,Compra Parcelada,Score Baixo,Não,False
C128977,2024-05-16,2927.14,Empréstimo Pessoal,Renda Insuficiente,Não,False
C141638,2025-01-12,3108.65,Cartão de Crédito,Histórico de Inadimplência,Não,False
C007596,2024-03-31,2110.09,Limite Conta,Renda Insuficiente,Não,False
C147858,2024-02-23,3540.5,Cartão de Crédito,Score Baixo,Não,False
C004523,2024-09-12,1821.2,Limite Conta,Documentação Incompleta,Sim,False
C140149,2023-07-14,3756.43,Empréstimo Pessoal,Score Baixo,Não,False
C056381,2025-03-13,1910.9,Cartão de Crédito,Renda Insuficiente,Não,False
C069638,2023-12-04,4042.5,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C108680,2023-08-16,1719.31,Compra Parcelada,Histórico de Inadimplência,Não,False
C141268,2025-03-21,1596.42,Cartão de Crédito,Renda Insuficiente,Sim,False
C103963,2024-03-27,-500.0,Cartão de Crédito,Inconsistência Cadastral,Não,True
C004641,2025-01-28,1881.04,Cartão de Crédito,Score Baixo,Não,False
C121153,2024-03-15,1412.59,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C070924,2024-12-23,3393.44,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C054043,2025-02-02,2602.67,Limite Conta,Renda Insuficiente,Não,False
C024146,2023-12-05,2671.32,Compra Parcelada,Inconsistência Cadastral,Não,False
C016311,2025-06-16,4909.03,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C110570,2023-12-28,2807.08,Renegociação de Dívidas,Documentação Incompleta,Não,False
C106886,2025-02-11,3900.2,Cartão de Crédito,Inconsistência Cadastral,Não,False
C147403,2024-05-31,2546.79,Cartão de Crédito,Score Baixo,Não,False
C131350,2024-03-23,2228.58,Limite Conta,Documentação Incompleta,Não,False
C020905,2023-11-20,2296.95,Cartão de Crédito,Renda Insuficiente,Sim,False
C077504,2024-08-26,2375.74,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C116367,2023-12-22,3887.89,Cartão de Crédito,Renda Insuficiente,Não,False
C138868,2023-09-30,1884.88,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C084232,2024-01-10,1993.16,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C074660,2023-11-23,709.73,Compra Parcelada,Score Baixo,Não,False
C065437,2025-01-31,1978.2,Cartão de Crédito,Documentação Incompleta,Não,False
C132276,2024-03-18,1858.99,Cartão de Crédito,Renda Insuficiente,Sim,False
C007444,2024-04-28,1286.54,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C141989,2024-06-28,1484.01,Compra Parcelada,Score Baixo,Não,False
C097128,2023-12-22,966.7,Empréstimo Pessoal,Score Baixo,Não,False
C120986,2025-03-01,2289.04,Cartão de Crédito,Histórico de Inadimplência,Não,False
C080047,2023-11-09,2608.31,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C108760,2023-11-14,2530.55,Cartão de Crédito,Renda Insuficiente,Não,False
C060653,2024-10-11,2635.04,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C100934,2024-11-06,2044.47,Cartão de Crédito,Documentação Incompleta,Sim,False
C009841,2023-08-28,3793.59,Cartão de Crédito,Documentação Incompleta,Não,False
C030538,2023-12-26,1772.94,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C126760,2023-08-21,3243.52,Compra Parcelada,Renda Insuficiente,Não,False
C085806,2024-05-08,1700.32,Cartão de Crédito,Renda Insuficiente,Não,False
C135331,2025-04-15,2228.78,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C016339,2023-12-22,224.86,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C041492,2024-08-10,625.51,Renegociação de Dívidas,Renda Insuficiente,Não,False
C030644,2023-12-27,3778.01,Cartão de Crédito,Score Baixo,Sim,False
C094270,2024-07-05,2470.94,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C024153,2023-10-30,2566.68,Cartão de Crédito,Documentação Incompleta,Não,False
C103889,2024-12-10,3985.35,Cartão de Crédito,Score Baixo,Não,False
C028271,2023-11-09,2214.13,Renegociação de Dívidas,Score Baixo,Sim,False
C027846,2025-01-01,3426.19,Cartão de Crédito,Score Baixo,Não,False
C087620,2024-07-24,3714.7,Compra Parcelada,Renda Insuficiente,Não,False
C141054,2024-04-28,2099.52,Cartão de Crédito,Renda Insuficiente,Sim,False
C088149,2024-10-15,2581.95,Limite Conta,Score Baixo,Não,False
C074033,2025-04-14,3881.22,Cartão de Crédito,Score Baixo,Sim,False
C020726,2024-10-16,2511.55,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C034239,2024-04-13,2225.45,Cartão de Crédito,Inconsistência Cadastral,Não,False
C054848,2024-03-27,2002.71,Cartão de Crédito,Documentação Incompleta,Não,False
C013496,2023-08-15,3260.58,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C100702,2024-01-08,2823.21,Limite Conta,Renda Insuficiente,Não,False
C103376,2025-03-15,3075.69,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C117057,2024-08-11,1686.98,Limite Conta,Score Baixo,Sim,False
C140120,2025-01-03,2037.66,Compra Parcelada,Renda Insuficiente,Sim,False
C029073,2025-06-08,3029.95,Cartão de Crédito,Renda Insuficiente,Não,False
C066129,2025-02-17,3791.27,Empréstimo Pessoal,,Não,False
C005026,2024-02-11,2430.14,Compra Parcelada,Inconsistência Cadastral,Não,False
C015718,2024-02-18,1754.77,Cartão de Crédito,Renda Insuficiente,Sim,False
C007304,2023-08-25,1930.93,Cartão de Crédito,Inconsistência Cadastral,Não,False
C138617,2024-02-17,2375.38,Cartão de Crédito,Score Baixo,Não,False
C050117,2024-07-03,2967.88,Cartão de Crédito,Score Baixo,Não,False
C015598,2025-03-26,3301.65,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C045242,2024-05-31,3866.36,Compra Parcelada,Renda Insuficiente,Não,False
C101325,2023-12-18,1668.76,Renegociação de Dívidas,Score Baixo,Não,False
C002975,2024-05-12,2160.66,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C060013,2025-01-12,2383.58,Cartão de Crédito,Score Baixo,Não,False
C097094,2024-04-25,2154.58,Compra Parcelada,Inconsistência Cadastral,Sim,False
C116891,2024-02-18,3135.32,Cartão de Crédito,Score Baixo,Não,False
C045237,2024-08-26,1151.8,Cartão de Crédito,Histórico de Inadimplência,Não,False
C123363,2024-05-26,2588.05,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C016875,2024-09-08,3777.83,Cartão de Crédito,Score Baixo,Não,False
C110240,2023-12-11,912.33,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C074741,2023-08-09,2807.28,Cartão de Crédito,Score Baixo,Não,False
C099088,2025-01-13,3408.29,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C120483,2024-04-06,2602.02,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C022573,2025-03-03,1348.22,Cartão de Crédito,Score Baixo,Sim,False
C132699,2023-11-26,3372.93,Compra Parcelada,Documentação Incompleta,Não,False
C037254,2025-04-07,2291.74,Cartão de Crédito,Renda Insuficiente,Não,False
C103815,2024-06-11,3104.16,Cartão de Crédito,Documentação Incompleta,Não,False
C109012,2024-09-08,4323.52,Compra Parcelada,Histórico de Inadimplência,Não,False
C068884,2024-10-09,3129.69,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C143131,2024-12-24,2052.73,Compra Parcelada,Renda Insuficiente,Não,False
C083567,2025-06-10,4022.97,Empréstimo Pessoal,Score Baixo,Não,False
C090100,2023-11-15,3245.35,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C023114,2025-03-24,1926.18,Renegociação de Dívidas,Score Baixo,Não,False
C133237,2023-12-28,1702.42,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C063043,2024-08-10,1832.61,Compra Parcelada,Documentação Incompleta,Sim,False
C069562,2024-09-11,2248.08,Cartão de Crédito,Renda Insuficiente,Não,False
C060970,2024-09-09,2037.68,Empréstimo Pessoal,Score Baixo,Não,False
C053092,2025-04-20,1790.12,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C118899,2024-09-05,2573.4,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C115573,2024-06-04,1349.62,Cartão de Crédito,Score Baixo,Não,False
